personnel_id,date,month_idx,attendance_change,leave_frequency_change,workload_change,sleep_change,routine_deviation,performance_change,schedule_change,recovery_change
P-001409,2025-09-01,9,-0.005,-0.1,-0.719,0.208,0.195,0.057,0.116,0.009
P-001409,2025-10-01,10,-0.0,0.2,0.023,0.248,0.145,0.225,-0.151,0.027
P-001409,2025-11-01,11,-0.066,-0.1,0.086,-0.176,0.063,0.123,-0.069,0.091
P-001409,2025-12-01,12,-0.006,-0.1,-0.147,-0.013,0.164,-0.142,-0.111,0.066
P-001410,2025-01-01,1,-0.085,0.2,-0.129,-0.109,0.086,-0.064,-0.046,0.178
P-001410,2025-02-01,2,-0.063,-0.1,-0.452,0.17,0.096,0.026,0.034,0.342
P-001410,2025-03-01,3,-0.0,-0.1,-0.024,-0.091,0.119,0.098,-0.165,0.163
P-001410,2025-04-01,4,-0.013,-0.1,2.323,-0.183,0.289,-0.162,0.359,-0.349
P-001410,2025-05-01,5,-0.0,0.2,-0.725,0.253,0.151,0.002,-0.056,0.236
P-001410,2025-06-01,6,-0.096,-0.1,1.003,-0.146,0.038,0.059,0.031,0.099
P-001410,2025-07-01,7,-0.0,-0.1,-0.214,0.232,0.144,0.092,0.024,0.233
P-001410,2025-08-01,8,-0.0,-0.1,0.529,-0.018,0.134,0.031,0.047,0.213
P-001410,2025-09-01,9,-0.0,0.2,-0.026,-0.059,0.073,0.021,-0.012,0.065
P-001410,2025-10-01,10,-0.0,-0.1,-0.295,0.137,0.086,0.086,-0.071,0.304
P-001410,2025-11-01,11,-0.0,-0.1,0.155,-0.003,0.175,-0.107,-0.204,0.385
P-001410,2025-12-01,12,-0.041,-0.1,-0.286,-0.111,0.08,-0.085,0.035,0.275
P-001411,2025-01-01,1,-0.0,-0.1,-0.458,0.044,0.075,-0.05,-0.057,0.21
P-001411,2025-02-01,2,-0.0,-0.1,0.099,-0.06,0.08,0.057,0.042,0.171
P-001411,2025-03-01,3,-0.002,-0.1,0.294,-0.016,0.197,-0.01,0.126,0.21
P-001411,2025-04-01,4,-0.041,0.2,-0.095,-0.072,0.12,-0.044,-0.127,0.203
P-001411,2025-05-01,5,-0.043,-0.1,0.201,-0.015,0.184,0.013,0.089,0.012
P-001411,2025-06-01,6,-0.115,0.2,-0.153,0.126,0.17,-0.114,0.196,0.018
P-001411,2025-07-01,7,-0.0,-0.1,-0.113,-0.109,0.137,-0.106,0.023,0.183
P-001411,2025-08-01,8,-0.0,-0.1,0.266,0.094,0.173,-0.129,-0.01,0.326
P-001411,2025-09-01,9,-0.027,-0.1,-0.112,0.02,0.138,0.054,-0.034,0.24
P-001411,2025-10-01,10,-0.048,0.2,-0.241,0.017,0.186,-0.044,-0.17,0.175
P-001411,2025-11-01,11,-0.0,-0.1,0.673,-0.157,0.173,-0.056,0.066,0.114
P-001411,2025-12-01,12,-0.0,-0.1,-0.28,0.122,0.132,0.107,-0.106,0.168
P-001412,2025-01-01,1,-0.0,-0.1,-0.197,0.0,0.083,-0.087,-0.023,0.118
P-001412,2025-02-01,2,-0.017,-0.1,0.03,0.061,0.105,0.018,-0.166,0.02
P-001412,2025-03-01,3,-0.0,-0.1,-0.126,-0.069,0.205,-0.117,-0.153,0.264
P-001412,2025-04-01,4,-0.0,-0.1,-0.14,-0.133,0.119,-0.02,-0.082,0.129
P-001412,2025-05-01,5,-0.082,-0.1,-0.304,0.001,0.166,-0.055,0.012,0.401
P-001412,2025-06-01,6,-0.036,0.2,0.788,0.081,0.12,-0.028,-0.068,0.163
P-001412,2025-07-01,7,-0.0,-0.1,-0.388,0.194,0.132,0.05,-0.034,0.128
P-001412,2025-08-01,8,-0.13,-0.1,0.642,-0.155,0.14,-0.018,0.166,0.218
P-001412,2025-09-01,9,-0.0,-0.1,-0.382,0.048,0.158,0.011,-0.075,0.323
P-001412,2025-10-01,10,-0.0,-0.1,0.64,-0.056,0.175,0.062,0.144,0.009
P-001412,2025-11-01,11,-0.0,-0.1,0.031,0.253,0.033,0.122,-0.01,-0.019
P-001412,2025-12-01,12,-0.0,-0.1,-0.32,-0.034,0.159,0.042,-0.069,0.157
P-001413,2025-01-01,1,-0.114,-0.1,-0.085,-0.213,0.16,-0.032,0.124,0.179
P-001413,2025-02-01,2,-0.0,-0.1,2.268,0.107,0.599,-0.123,1.011,-0.555
P-001413,2025-03-01,3,-0.0,-0.1,-0.112,0.105,0.475,-0.026,0.885,-0.444
P-001413,2025-04-01,4,-0.0,-0.1,0.004,-0.414,0.357,0.146,0.553,-0.682
P-001413,2025-05-01,5,-0.0,-0.1,0.037,0.333,0.43,0.142,0.695,-0.523
P-001413,2025-06-01,6,-0.0,0.2,-0.767,0.182,0.222,0.221,-0.067,0.266
P-001413,2025-07-01,7,-0.0,-0.1,0.357,-0.103,0.119,-0.098,0.161,0.308
P-001413,2025-08-01,8,-0.088,-0.1,0.065,0.194,0.075,0.05,0.094,0.152
P-001413,2025-09-01,9,-0.011,-0.1,0.054,-0.091,0.122,-0.07,-0.039,0.111
P-001413,2025-10-01,10,-0.0,-0.1,-0.398,0.108,0.072,-0.173,-0.168,0.052
P-001413,2025-11-01,11,-0.124,0.2,0.089,-0.132,0.063,-0.083,-0.095,0.312
P-001413,2025-12-01,12,-0.156,-0.1,-0.053,-0.077,0.198,0.097,-0.185,0.243
P-001414,2025-01-01,1,-0.0,-0.1,-0.449,-0.027,0.217,-0.067,0.142,0.143
P-001414,2025-02-01,2,-0.0,-0.1,-0.366,-0.051,0.141,0.023,-0.059,0.171
P-001414,2025-03-01,3,-0.142,0.2,1.204,0.019,0.136,-0.008,-0.048,0.174
P-001414,2025-04-01,4,-0.014,-0.1,2.481,-0.264,0.539,-0.076,0.794,-0.548
P-001414,2025-05-01,5,-0.0,0.2,-0.745,0.664,0.175,0.238,0.166,0.207
P-001414,2025-06-01,6,-0.0,-0.1,0.362,-0.183,0.173,-0.195,0.048,0.1
P-001414,2025-07-01,7,-0.0,-0.1,-0.242,0.041,0.08,-0.006,0.076,-0.125
P-001414,2025-08-01,8,-0.0,-0.1,-0.141,0.002,0.156,0.066,0.013,0.148
P-001414,2025-09-01,9,-0.0,0.2,0.687,-0.31,0.15,0.025,-0.141,0.213
P-001414,2025-10-01,10,-0.081,-0.1,-0.495,0.497,0.183,-0.055,-0.117,-0.0
P-001414,2025-11-01,11,-0.0,0.2,-0.211,0.169,0.067,-0.016,-0.072,0.146
P-001414,2025-12-01,12,-0.008,-0.1,-0.021,-0.291,0.081,-0.004,-0.034,0.297
P-001415,2025-01-01,1,-0.063,-0.1,-0.261,-0.119,0.146,-0.103,-0.026,0.268
P-001415,2025-02-01,2,-0.176,-0.1,0.208,-0.144,0.159,0.052,0.063,0.264
P-001415,2025-03-01,3,-0.0,0.2,0.191,0.28,0.108,0.098,-0.108,0.288
P-001415,2025-04-01,4,-0.077,-0.1,-0.451,-0.037,0.146,0.077,0.089,0.308
P-001415,2025-05-01,5,-0.074,0.2,0.115,0.07,0.169,-0.015,0.051,0.011
P-001415,2025-06-01,6,-0.042,-0.1,-0.116,-0.03,0.098,-0.119,-0.021,0.294
P-001415,2025-07-01,7,-0.0,0.2,-0.141,0.03,0.224,0.088,-0.214,0.096
P-001415,2025-08-01,8,-0.0,-0.1,0.457,0.024,0.117,-0.03,-0.018,0.138
P-001415,2025-09-01,9,-0.0,-0.1,-0.207,0.042,0.192,0.119,-0.06,0.389
P-001415,2025-10-01,10,-0.03,-0.1,0.201,-0.222,0.157,-0.126,-0.012,0.136
P-001415,2025-11-01,11,-0.114,0.2,-0.138,0.296,0.121,0.163,-0.098,0.367
P-001415,2025-12-01,12,-0.034,-0.1,0.499,-0.203,0.083,-0.159,-0.03,0.049
P-001416,2025-01-01,1,-0.05,-0.1,-0.351,-0.123,0.149,0.075,0.006,0.02
P-001416,2025-02-01,2,-0.116,0.2,0.138,-0.075,0.132,0.052,-0.015,-0.01
P-001416,2025-03-01,3,-0.07,-0.1,2.766,-0.165,0.561,-0.03,0.947,-0.484
P-001416,2025-04-01,4,-0.0,-0.1,-0.064,-0.025,0.376,0.091,0.76,-0.561
P-001416,2025-05-01,5,-0.026,-0.1,0.117,-0.129,0.381,-0.186,0.802,-0.5
P-001416,2025-06-01,6,-0.0,-0.1,-0.068,0.074,0.46,-0.068,0.983,-0.422
P-001416,2025-07-01,7,-0.0,-0.1,-0.18,-0.145,0.445,-0.034,0.691,-0.568
P-001416,2025-08-01,8,-0.0,-0.1,0.168,-0.012,0.277,0.112,0.564,-0.427
P-001416,2025-09-01,9,-0.0,-0.1,0.007,-0.362,0.447,-0.067,0.707,-0.647
P-001416,2025-10-01,10,-0.0,-0.1,-0.597,0.063,0.227,0.04,-0.041,0.058
P-001416,2025-11-01,11,-0.11,-0.1,-0.554,-0.074,0.199,0.101,0.116,0.202
P-001416,2025-12-01,12,-0.112,0.2,0.652,0.745,0.149,0.292,-0.071,0.013
P-001417,2025-01-01,1,-0.149,-0.1,0.056,-0.134,0.071,-0.176,0.019,0.235
P-001417,2025-02-01,2,-0.0,-0.1,-0.468,0.265,0.131,0.216,-0.01,0.189
P-001417,2025-03-01,3,-0.0,0.2,0.241,-0.216,0.141,-0.069,0.009,0.21
P-001417,2025-04-01,4,-0.002,-0.1,0.244,-0.029,0.168,-0.105,-0.063,0.053
P-001417,2025-05-01,5,-0.0,-0.1,-0.093,0.202,0.093,-0.032,-0.059,0.043
P-001417,2025-06-01,6,-0.0,-0.1,-0.537,0.13,0.104,0.001,-0.145,0.303
P-001417,2025-07-01,7,-0.0,-0.1,0.988,0.0,0.186,0.178,0.097,0.028
P-001417,2025-08-01,8,-0.0,-0.1,0.075,-0.208,0.145,-0.052,-0.045,0.124
P-001417,2025-09-01,9,-0.076,0.2,-0.11,0.09,0.131,-0.043,0.134,0.273
P-001417,2025-10-01,10,-0.0,-0.1,-0.245,0.037,0.149,0.026,-0.03,0.164
P-001417,2025-11-01,11,-0.18,-0.1,0.076,-0.099,0.146,0.08,0.056,0.304
P-001417,2025-12-01,12,-0.113,0.2,-0.071,-0.047,0.065,0.13,0.061,0.094
P-001418,2025-01-01,1,-0.006,0.2,-0.322,-0.059,0.067,-0.152,0.075,0.367
P-001418,2025-02-01,2,-0.0,-0.1,0.069,0.009,0.122,-0.128,-0.038,0.266
P-001418,2025-03-01,3,-0.0,0.2,0.179,-0.072,0.13,-0.069,-0.113,0.088
P-001418,2025-04-01,4,-0.122,-0.1,2.198,-0.113,0.457,-0.042,0.721,-0.578
P-001418,2025-05-01,5,-0.0,-0.1,-0.142,0.189,0.391,-0.027,0.857,-0.583
P-001418,2025-06-01,6,-0.079,-0.1,0.253,-0.147,0.319,-0.081,0.637,-0.759
P-001418,2025-07-01,7,-0.0,-0.1,-0.228,0.129,0.418,-0.021,0.779,-0.505
P-001418,2025-08-01,8,-0.024,-0.1,0.212,-0.252,0.483,-0.211,0.787,-0.442
P-001418,2025-09-01,9,-0.047,-0.1,-0.784,0.268,0.267,0.106,-0.041,0.262
P-001418,2025-10-01,10,-0.08,-0.1,0.709,-0.194,0.21,-0.137,0.171,0.299
P-001418,2025-11-01,11,-0.022,-0.1,-0.476,0.42,0.084,0.052,0.004,0.089
P-001418,2025-12-01,12,-0.001,0.2,0.432,-0.223,0.099,-0.13,0.106,-0.01
P-001419,2025-01-01,1,-0.096,0.2,0.147,-0.239,0.158,0.061,0.102,0.087
P-001419,2025-02-01,2,-0.0,-0.1,-0.376,0.147,0.165,0.078,0.168,0.226
P-001419,2025-03-01,3,-0.0,-0.1,-0.242,0.23,0.176,0.091,-0.042,0.069
P-001419,2025-04-01,4,-0.0,-0.1,0.341,0.036,0.047,0.042,-0.087,0.105
P-001419,2025-05-01,5,-0.0,0.2,0.13,-0.094,0.135,0.119,0.037,0.047
P-001419,2025-06-01,6,-0.0,-0.1,-0.477,-0.018,0.055,-0.11,-0.01,0.28
P-001419,2025-07-01,7,-0.07,-0.1,0.946,-0.148,0.143,0.232,0.067,0.219
P-001419,2025-08-01,8,-0.094,-0.1,-0.149,0.167,0.159,0.052,-0.141,0.217
P-001419,2025-09-01,9,-0.037,0.2,0.167,-0.149,0.082,-0.082,0.001,0.435
P-001419,2025-10-01,10,-0.0,-0.1,-0.116,0.13,0.061,0.035,-0.012,0.161
P-001419,2025-11-01,11,-0.0,-0.1,0.004,-0.011,0.162,-0.076,-0.07,0.058
P-001419,2025-12-01,12,-0.0,0.2,-0.009,-0.136,0.129,-0.12,-0.001,0.077
P-001420,2025-01-01,1,-0.038,0.2,-0.205,0.054,0.129,-0.015,0.074,0.249
P-001420,2025-02-01,2,-0.147,-0.1,-0.127,-0.14,0.076,0.01,0.086,0.235
P-001420,2025-03-01,3,-0.0,0.2,-0.16,0.182,0.093,-0.059,0.1,-0.078
P-001420,2025-04-01,4,-0.137,-0.1,2.435,-0.02,0.422,0.079,0.563,-0.292
P-001420,2025-05-01,5,-0.085,-0.1,-0.721,-0.016,0.188,0.08,-0.106,0.183
P-001420,2025-06-01,6,-0.058,0.2,0.169,0.039,0.184,0.131,0.126,0.222
P-001420,2025-07-01,7,-0.071,-0.1,-0.014,-0.207,0.085,-0.076,0.081,0.216
P-001420,2025-08-01,8,-0.0,-0.1,0.177,0.118,0.05,-0.047,0.066,0.099
P-001420,2025-09-01,9,-0.0,-0.1,-0.336,0.195,0.173,-0.061,-0.178,0.251
P-001420,2025-10-01,10,-0.049,0.2,0.501,-0.091,0.185,-0.077,-0.153,0.136
P-001420,2025-11-01,11,-0.044,-0.1,0.011,-0.295,0.073,-0.262,0.071,0.116
P-001420,2025-12-01,12,-0.0,-0.1,-0.164,0.321,0.118,0.153,-0.053,0.091
P-001421,2025-01-01,1,-0.0,-0.1,-0.323,-0.219,0.07,-0.084,-0.007,0.305
P-001421,2025-02-01,2,-0.0,-0.1,-0.066,0.347,0.241,0.288,0.208,0.348
P-001421,2025-03-01,3,-0.0,-0.1,0.339,-0.18,0.028,-0.032,0.063,0.308
P-001421,2025-04-01,4,-0.093,-0.1,1.927,-0.18,0.509,0.088,0.617,-0.5
P-001421,2025-05-01,5,-0.048,0.2,0.254,-0.102,0.427,0.035,0.923,-0.725
P-001421,2025-06-01,6,-0.0,-0.1,-0.157,0.388,0.404,0.084,0.896,-0.423
P-001421,2025-07-01,7,-0.0,-0.1,0.246,-0.323,0.523,-0.191,0.907,-0.632
P-001421,2025-08-01,8,-0.0,-0.1,-0.106,0.047,0.425,0.092,0.81,-0.514
P-001421,2025-09-01,9,-0.021,-0.1,-0.159,0.134,0.453,0.025,0.808,-0.65
P-001421,2025-10-01,10,-0.088,-0.1,0.131,-0.2,0.446,-0.062,0.703,-0.665
P-001421,2025-11-01,11,-0.0,-0.1,0.148,-0.316,0.458,-0.099,0.908,-0.566
P-001421,2025-12-01,12,-0.0,-0.1,-0.808,1.218,0.199,0.301,0.087,0.186
P-001422,2025-01-01,1,-0.059,-0.1,-0.606,-0.016,0.194,0.055,0.072,0.097
P-001422,2025-02-01,2,-0.064,-0.1,1.049,0.026,0.2,0.055,0.096,0.12
P-001422,2025-03-01,3,-0.0,0.2,-0.107,-0.094,0.102,-0.059,-0.022,0.244
P-001422,2025-04-01,4,-0.01,-0.1,-0.161,-0.036,0.018,-0.057,-0.013,0.158
P-001422,2025-05-01,5,-0.043,-0.1,2.59,-0.065,0.429,-0.029,0.468,-0.725
P-001422,2025-06-01,6,-0.0,-0.1,-0.785,0.426,0.138,0.046,0.044,0.131
P-001422,2025-07-01,7,-0.0,0.2,0.626,0.02,0.185,0.037,0.084,-0.011
P-001422,2025-08-01,8,-0.001,-0.1,-0.188,-0.042,0.167,-0.133,0.078,0.053
P-001422,2025-09-01,9,-0.0,0.2,-0.373,-0.028,0.158,0.032,-0.115,0.362
P-001422,2025-10-01,10,-0.075,-0.1,0.748,-0.125,0.057,-0.176,-0.095,0.149
P-001422,2025-11-01,11,-0.049,-0.1,0.182,-0.163,0.146,-0.131,-0.026,0.05
P-001422,2025-12-01,12,-0.0,0.2,-0.34,0.239,0.074,-0.053,-0.072,0.258
P-001423,2025-01-01,1,-0.079,-0.1,-0.159,-0.125,0.177,-0.148,-0.117,0.236
P-001423,2025-02-01,2,-0.125,-0.1,1.866,0.088,0.479,0.027,0.491,-0.577
P-001423,2025-03-01,3,-0.0,-0.1,0.092,-0.362,0.392,-0.185,0.702,-0.358
P-001423,2025-04-01,4,-0.0,-0.1,0.043,0.088,0.47,-0.089,0.947,-0.513
P-001423,2025-05-01,5,-0.063,-0.1,0.066,0.219,0.404,0.137,0.619,-0.754
P-001423,2025-06-01,6,-0.0,0.2,-0.913,-0.003,0.172,0.104,0.078,0.017
P-001423,2025-07-01,7,-0.0,-0.1,1.592,0.12,0.079,-0.057,-0.098,0.081
P-001423,2025-08-01,8,-0.0,0.2,0.003,0.072,0.184,0.016,0.039,0.277
P-001423,2025-09-01,9,-0.07,-0.1,0.164,-0.129,0.045,-0.043,-0.06,0.313
P-001423,2025-10-01,10,-0.001,0.2,-0.113,0.295,0.173,0.143,-0.125,0.271
P-001423,2025-11-01,11,-0.0,-0.1,-0.379,-0.178,0.181,-0.102,-0.112,0.166
P-001423,2025-12-01,12,-0.03,0.2,0.406,0.196,0.077,0.168,-0.012,0.18
P-001424,2025-01-01,1,-0.0,0.2,-0.3,-0.061,0.093,-0.041,-0.069,0.099
P-001424,2025-02-01,2,-0.125,-0.1,-0.419,-0.082,0.135,-0.035,-0.095,0.308
P-001424,2025-03-01,3,-0.124,-0.1,6.57,-0.427,0.465,-0.062,0.781,-0.522
P-001424,2025-04-01,4,-0.0,-0.1,-0.113,-0.015,0.412,-0.08,0.701,-0.77
P-001424,2025-05-01,5,-0.0,-0.1,-0.137,0.818,0.416,0.225,0.716,-0.58
P-001424,2025-06-01,6,-0.031,-0.1,0.097,-0.146,0.374,0.023,0.698,-0.492
P-001424,2025-07-01,7,-0.0,-0.1,0.068,-0.114,0.404,0.063,0.723,-0.517
P-001424,2025-08-01,8,-0.0,-0.1,-0.041,-0.121,0.374,-0.072,0.651,-0.282
P-001424,2025-09-01,9,-0.016,-0.1,-0.15,0.278,0.252,-0.047,0.556,-0.451
P-001424,2025-10-01,10,-0.0,-0.1,-0.703,0.339,0.194,0.154,0.035,0.073
P-001424,2025-11-01,11,-0.096,-0.1,0.052,-0.261,0.028,0.002,0.034,0.179
P-001424,2025-12-01,12,-0.0,0.2,0.105,0.095,0.056,0.064,-0.046,0.326
P-001425,2025-01-01,1,-0.0,-0.1,-0.416,-0.128,0.044,-0.058,-0.003,0.231
P-001425,2025-02-01,2,-0.0,0.2,0.262,0.023,0.084,0.104,-0.031,0.296
P-001425,2025-03-01,3,-0.023,-0.1,0.476,-0.016,0.09,0.01,-0.034,0.01
P-001425,2025-04-01,4,-0.151,-0.1,0.742,0.069,0.351,-0.232,0.423,-0.476
P-001425,2025-05-01,5,-0.002,-0.1,-0.602,0.019,0.124,0.057,0.017,0.181
P-001425,2025-06-01,6,-0.207,-0.1,-0.091,-0.148,0.2,-0.067,0.084,-0.006
P-001425,2025-07-01,7,-0.0,0.2,0.14,0.009,0.127,-0.0,-0.211,0.175
P-001425,2025-08-01,8,-0.0,-0.1,0.03,0.222,0.169,0.041,-0.194,0.118
P-001425,2025-09-01,9,-0.0,-0.1,-0.445,-0.156,0.145,-0.127,-0.04,0.315
P-001425,2025-10-01,10,-0.006,-0.1,0.352,0.185,0.076,0.253,-0.092,0.284
P-001425,2025-11-01,11,-0.0,0.2,0.229,-0.024,0.144,0.015,0.022,0.36
P-001425,2025-12-01,12,-0.057,-0.1,-0.021,0.121,0.072,0.185,-0.016,0.281
P-001426,2025-01-01,1,-0.0,0.2,-0.203,-0.016,0.178,-0.102,-0.21,0.107
P-001426,2025-02-01,2,-0.084,-0.1,-0.357,0.114,0.097,0.108,0.021,0.278
P-001426,2025-03-01,3,-0.0,0.2,-0.051,0.077,0.044,-0.144,-0.077,0.278
P-001426,2025-04-01,4,-0.032,-0.1,3.524,-0.101,0.433,-0.078,0.618,-0.334
P-001426,2025-05-01,5,-0.0,-0.1,0.331,-0.378,0.372,-0.041,0.894,-0.397
P-001426,2025-06-01,6,-0.0,-0.1,-0.096,0.175,0.378,0.073,0.68,-0.533
P-001426,2025-07-01,7,-0.019,-0.1,-0.075,0.129,0.341,0.031,0.75,-0.63
P-001426,2025-08-01,8,-0.0,-0.1,0.13,-0.079,0.507,-0.087,0.957,-0.671
P-001426,2025-09-01,9,-0.114,-0.1,-0.728,0.078,0.229,0.045,0.025,0.13
P-001426,2025-10-01,10,-0.0,0.2,-0.027,-0.355,0.203,-0.115,0.133,0.233
P-001426,2025-11-01,11,-0.0,-0.1,0.706,0.301,0.163,0.042,-0.049,0.323
P-001426,2025-12-01,12,-0.005,-0.1,-0.17,0.017,0.119,-0.211,0.047,0.195
P-001427,2025-01-01,1,-0.0,-0.1,-0.28,0.054,0.156,-0.059,0.017,0.261
P-001427,2025-02-01,2,-0.126,-0.1,0.197,-0.084,0.169,-0.043,0.024,0.252
P-001427,2025-03-01,3,-0.0,-0.1,0.317,-0.104,0.174,-0.084,0.17,0.255
P-001427,2025-04-01,4,-0.063,-0.1,0.999,0.146,0.534,-0.046,0.728,-0.651
P-001427,2025-05-01,5,-0.026,-0.1,0.353,-0.478,0.403,-0.246,0.805,-0.437
P-001427,2025-06-01,6,-0.004,0.2,-0.13,0.316,0.353,0.213,0.697,-0.594
P-001427,2025-07-01,7,-0.0,-0.1,0.111,0.168,0.437,0.02,0.75,-0.672
P-001427,2025-08-01,8,-0.0,-0.1,0.024,-0.273,0.446,0.022,1.002,-0.644
P-001427,2025-09-01,9,-0.0,-0.1,-0.107,0.396,0.41,0.032,0.848,-0.322
P-001427,2025-10-01,10,-0.109,-0.1,-0.047,-0.167,0.413,-0.173,0.85,-0.451
P-001427,2025-11-01,11,-0.06,-0.1,-0.025,-0.473,0.417,-0.347,0.693,-0.502
P-001427,2025-12-01,12,-0.13,-0.1,-0.806,0.538,0.24,0.216,-0.076,0.2
P-001428,2025-01-01,1,-0.0,-0.1,-0.358,-0.096,0.112,-0.125,-0.005,0.136
P-001428,2025-02-01,2,-0.213,-0.1,3.224,-0.261,0.553,-0.149,0.855,-0.577
P-001428,2025-03-01,3,-0.0,-0.1,0.019,0.124,0.503,-0.018,0.919,-0.713
P-001428,2025-04-01,4,-0.0,-0.1,-0.046,0.138,0.386,0.134,0.864,-0.659
P-001428,2025-05-01,5,-0.0,-0.1,-0.053,-0.254,0.325,0.124,0.65,-0.806
P-001428,2025-06-01,6,-0.085,0.2,-0.691,0.423,0.207,0.002,-0.071,0.194
P-001428,2025-07-01,7,-0.089,-0.1,-0.265,0.121,0.028,0.239,0.002,0.102
P-001428,2025-08-01,8,-0.011,0.2,-0.009,-0.124,0.147,-0.047,0.122,0.182
P-001428,2025-09-01,9,-0.0,-0.1,-0.052,-0.229,0.053,0.011,0.06,0.281
P-001428,2025-10-01,10,-0.109,0.2,0.39,0.359,0.277,0.24,-0.318,0.196
P-001428,2025-11-01,11,-0.0,-0.1,-0.336,0.19,0.081,0.228,-0.018,0.237
P-001428,2025-12-01,12,-0.097,-0.1,0.955,-0.041,0.088,0.027,-0.028,0.189
P-001429,2025-01-01,1,-0.0,-0.1,-0.304,0.141,0.067,0.06,0.004,0.145
P-001429,2025-02-01,2,-0.049,-0.1,-0.135,-0.135,0.076,-0.157,-0.014,0.267
P-001429,2025-03-01,3,-0.0,0.2,0.053,0.115,0.157,-0.146,-0.007,0.121
P-001429,2025-04-01,4,-0.0,-0.1,-0.143,-0.155,0.092,-0.041,0.043,0.233
P-001429,2025-05-01,5,-0.0,-0.1,-0.003,0.203,0.158,0.002,-0.027,0.002
P-001429,2025-06-01,6,-0.048,-0.1,0.625,-0.205,0.091,-0.122,-0.058,0.242
P-001429,2025-07-01,7,-0.0,0.2,-0.425,0.137,0.107,0.078,0.051,0.312
P-001429,2025-08-01,8,-0.0,-0.1,0.557,-0.161,0.148,0.025,-0.049,0.11
P-001429,2025-09-01,9,-0.208,0.2,-0.245,0.092,0.179,0.034,0.022,0.154
P-001429,2025-10-01,10,-0.006,-0.1,0.15,0.29,0.183,0.137,0.062,0.121
P-001429,2025-11-01,11,-0.106,0.2,-0.148,-0.055,0.125,-0.174,0.069,0.213
P-001429,2025-12-01,12,-0.0,-0.1,0.254,-0.089,0.135,-0.021,0.116,0.288
P-001430,2025-01-01,1,-0.15,-0.1,-0.227,-0.025,0.173,-0.034,-0.073,0.277
P-001430,2025-02-01,2,-0.0,-0.1,-0.226,-0.088,0.115,0.035,0.087,0.231
P-001430,2025-03-01,3,-0.0,-0.1,0.678,-0.052,0.045,0.093,0.016,0.215
P-001430,2025-04-01,4,-0.0,-0.1,1.703,-0.284,0.554,-0.273,0.758,-0.435
P-001430,2025-05-01,5,-0.089,0.2,0.039,0.133,0.325,0.008,0.678,-0.53
P-001430,2025-06-01,6,-0.017,-0.1,0.122,-0.423,0.511,-0.25,1.019,-0.472
P-001430,2025-07-01,7,-0.0,-0.1,-0.123,0.031,0.379,0.11,0.866,-0.663
P-001430,2025-08-01,8,-0.015,-0.1,0.057,0.258,0.343,0.142,0.755,-0.742
P-001430,2025-09-01,9,-0.011,-0.1,-0.009,-0.148,0.495,-0.03,0.896,-0.692
P-001430,2025-10-01,10,-0.0,-0.1,0.095,0.064,0.509,-0.01,0.916,-0.341
P-001430,2025-11-01,11,-0.041,0.2,-0.214,0.642,0.334,0.208,0.709,-0.669
P-001430,2025-12-01,12,-0.0,-0.1,-0.767,-0.16,0.184,0.001,-0.045,0.224
P-001431,2025-01-01,1,-0.086,0.2,-0.299,-0.035,0.046,-0.013,-0.043,0.091
P-001431,2025-02-01,2,-0.0,-0.1,0.052,0.046,0.061,0.026,0.059,-0.018
P-001431,2025-03-01,3,-0.062,-0.1,-0.288,-0.002,0.141,-0.076,0.088,0.277
P-001431,2025-04-01,4,-0.0,-0.1,3.512,-0.168,0.467,0.048,0.572,-0.253
P-001431,2025-05-01,5,-0.0,-0.1,-0.046,-0.158,0.474,-0.132,0.883,-0.423
P-001431,2025-06-01,6,-0.0,-0.1,0.134,0.124,0.398,0.162,0.804,-0.751
P-001431,2025-07-01,7,-0.121,-0.1,0.274,-0.175,0.516,0.004,0.912,-0.682
P-001431,2025-08-01,8,-0.0,-0.1,-0.127,0.206,0.31,-0.028,0.737,-0.81
P-001431,2025-09-01,9,-0.0,-0.1,-0.809,0.237,0.279,0.093,0.086,0.149
P-001431,2025-10-01,10,-0.181,-0.1,0.223,-0.093,0.09,0.012,-0.066,0.155
P-001431,2025-11-01,11,-0.0,-0.1,-0.022,-0.114,0.132,-0.088,0.055,0.271
P-001431,2025-12-01,12,-0.022,-0.1,0.109,-0.176,0.1,-0.017,-0.033,0.231
P-001432,2025-01-01,1,-0.0,-0.1,-0.578,0.057,0.177,-0.032,0.076,0.177
P-001432,2025-02-01,2,-0.076,-0.1,1.007,-0.097,0.16,-0.108,-0.045,0.169
P-001432,2025-03-01,3,-0.0,0.2,-0.019,0.114,0.105,0.109,0.021,0.178
P-001432,2025-04-01,4,-0.0,-0.1,2.188,-0.184,0.63,-0.206,1.051,-0.603
P-001432,2025-05-01,5,-0.0,-0.1,0.135,-0.137,0.449,0.076,0.84,-0.39
P-001432,2025-06-01,6,-0.01,-0.1,0.057,-0.291,0.244,0.026,0.564,-0.676
P-001432,2025-07-01,7,-0.0,-0.1,-0.269,0.194,0.376,0.178,0.822,-0.489
P-001432,2025-08-01,8,-0.0,-0.1,0.309,-0.057,0.378,-0.115,0.628,-0.492
P-001432,2025-09-01,9,-0.0,-0.1,-0.112,0.053,0.472,0.049,1.024,-0.637
P-001432,2025-10-01,10,-0.0,-0.1,0.065,-0.446,0.529,-0.12,0.94,-0.23
