personnel_id,date,month_idx,duty_hours,overtime_hours,night_shifts,consecutive_duty_days,rest_hours,workload_score,operational_intensity,schedule_irregularity,sleep_quality,fatigue_level,work_stress,mood_wellbeing,work_life_balance,job_satisfaction,recovery_quality,self_reported_strain,checkin_completion,attendance_change,leave_frequency_change,workload_change,sleep_change,routine_deviation,performance_change,schedule_change,recovery_change,is_deployed,dep_duration_days,dep_intensity,dep_hardship,dep_recovery_required,dep_type,dep_location,took_leave,leave_duration_days,leave_type,days_since_prev_leave,original_ref_id,age,gender,department,job_role,job_level,education_level,education_field,marital_status,distance_from_home,business_travel,overtime_eligible,total_working_years,years_in_service,years_in_current_role,years_since_last_promotion,years_with_curr_supervisor,baseline_env_satisfaction,baseline_job_satisfaction,baseline_job_involvement,baseline_work_life_balance,baseline_rel_satisfaction,performance_rating,training_times_last_year,monthly_income,percent_salary_hike,num_prior_organizations,hr_attrition_historical,baseline_available,history_periods_count,duty_hours_personal_mean,duty_hours_personal_std,duty_hours_personal_median,duty_hours_delta_vs_baseline,duty_hours_pct_change_vs_baseline,duty_hours_zscore_vs_baseline,duty_hours_lag1_diff,overtime_hours_personal_mean,overtime_hours_personal_std,overtime_hours_personal_median,overtime_hours_delta_vs_baseline,overtime_hours_pct_change_vs_baseline,overtime_hours_zscore_vs_baseline,overtime_hours_lag1_diff,night_shifts_personal_mean,night_shifts_personal_std,night_shifts_personal_median,night_shifts_delta_vs_baseline,night_shifts_pct_change_vs_baseline,night_shifts_zscore_vs_baseline,night_shifts_lag1_diff,consecutive_duty_days_personal_mean,consecutive_duty_days_personal_std,consecutive_duty_days_personal_median,consecutive_duty_days_delta_vs_baseline,consecutive_duty_days_pct_change_vs_baseline,consecutive_duty_days_zscore_vs_baseline,consecutive_duty_days_lag1_diff,rest_hours_personal_mean,rest_hours_personal_std,rest_hours_personal_median,rest_hours_delta_vs_baseline,rest_hours_pct_change_vs_baseline,rest_hours_zscore_vs_baseline,rest_hours_lag1_diff,workload_score_personal_mean,workload_score_personal_std,workload_score_personal_median,workload_score_delta_vs_baseline,workload_score_pct_change_vs_baseline,workload_score_zscore_vs_baseline,workload_score_lag1_diff,sleep_quality_personal_mean,sleep_quality_personal_std,sleep_quality_personal_median,sleep_quality_delta_vs_baseline,sleep_quality_pct_change_vs_baseline,sleep_quality_zscore_vs_baseline,sleep_quality_lag1_diff,fatigue_level_personal_mean,fatigue_level_personal_std,fatigue_level_personal_median,fatigue_level_delta_vs_baseline,fatigue_level_pct_change_vs_baseline,fatigue_level_zscore_vs_baseline,fatigue_level_lag1_diff,self_reported_strain_personal_mean,self_reported_strain_personal_std,self_reported_strain_personal_median,self_reported_strain_delta_vs_baseline,self_reported_strain_pct_change_vs_baseline,self_reported_strain_zscore_vs_baseline,self_reported_strain_lag1_diff,period_latent_strain_score,period_support_priority,target_support_priority_next_month,target_support_score_next_month,data_completeness
P-001126,2025-09-01,9,180.6,7.6,1,4,87.0,22.5,2,1.65,4.1,2.2,2.6,3.4,4.0,3.9,4.1,1.4,True,-0.0,-0.1,-0.701,0.203,0.097,0.089,0.043,0.043,0,0,1,1,False,None,Base,0,0,None,272,RM655,39,Female,Human Resources,Human Resources,2,3,Life Sciences,Married,2,Travel_Rarely,No,13,5,4,0,4.0,4,4,2,3,3,3,2,5204,11,8,No,True,8,219.25,5.68,219.15,-38.65,-17.63,-4.0,-32.5,35.3,6.68,35.1,-27.7,-78.47,-4.0,-25.8,6.0,2.16,5.5,-5.0,-83.33,-2.31,-8.0,8.25,2.63,7.5,-4.25,-51.51,-1.62,-8.0,44.95,3.84,44.05,42.05,93.55,4.0,36.7,71.8,5.93,72.35,-49.3,-68.66,-4.0,-52.9,3.28,0.5,3.4,0.82,25.19,1.65,0.7,3.65,0.5,3.7,-1.45,-39.72,-2.9,-1.7,3.75,0.58,3.85,-2.35,-62.66,-4.0,-2.9,27.7,GREEN,GREEN,32.1,1.0
P-001126,2025-10-01,10,188.9,15.4,1,5,83.8,30.2,2,1.73,4.0,2.0,1.9,3.9,3.4,2.7,4.3,2.0,True,-0.079,-0.1,0.337,-0.034,0.055,-0.103,0.064,-0.026,0,0,1,1,False,None,Base,0,0,None,272,RM655,39,Female,Human Resources,Human Resources,2,3,Life Sciences,Married,2,Travel_Rarely,No,13,5,4,0,4.0,4,4,2,3,3,3,2,5204,11,8,No,True,9,208.85,19.57,214.6,-19.95,-9.55,-1.02,8.3,26.32,13.06,30.45,-10.92,-41.5,-0.84,7.8,4.75,3.3,4.5,-3.75,-78.95,-1.13,0.0,7.25,3.4,6.5,-2.25,-31.03,-0.66,1.0,56.35,20.66,47.6,27.45,48.71,1.33,-3.2,57.97,24.05,67.0,-27.77,-47.91,-1.15,7.7,3.37,0.61,3.4,0.63,18.52,1.02,-0.1,3.2,0.73,3.35,-1.2,-37.5,-1.65,-0.2,3.35,1.33,3.85,-1.35,-40.3,-1.01,0.6,32.1,GREEN,GREEN,31.3,1.0
P-001126,2025-11-01,11,172.0,7.0,1,3,87.2,19.5,2,2.03,,,,,,,,,False,-0.0,-0.1,-0.352,0.082,0.12,-0.047,0.151,0.048,0,0,1,1,False,None,Base,0,0,None,272,RM655,39,Female,Human Resources,Human Resources,2,3,Life Sciences,Married,2,Travel_Rarely,No,13,5,4,0,4.0,4,4,2,3,3,3,2,5204,11,8,No,True,10,199.68,17.61,201.0,-27.68,-13.86,-1.57,-16.9,20.98,11.65,21.45,-13.98,-66.63,-1.2,-8.4,4.0,3.83,3.0,-3.0,-75.0,-0.78,0.0,7.0,3.56,6.0,-4.0,-57.14,-1.12,-2.0,66.08,22.54,67.05,21.12,31.97,0.94,3.4,48.2,25.8,47.45,-28.7,-59.54,-1.11,-10.7,3.52,0.69,3.7,,,,0.0,2.82,0.89,2.7,,,,0.0,2.82,1.35,2.8,,,,0.0,31.3,GREEN,GREEN,31.3,0.62
P-001126,2025-12-01,12,183.3,14.3,4,5,84.3,33.2,2,1.96,5.0,1.5,2.4,4.0,3.3,3.9,4.9,1.8,True,-0.0,-0.1,0.701,0.156,0.099,0.06,0.132,-0.016,0,0,1,1,False,None,Base,0,0,None,272,RM655,39,Female,Human Resources,Human Resources,2,3,Life Sciences,Married,2,Travel_Rarely,No,13,5,4,0,4.0,4,4,2,3,3,3,2,5204,11,8,No,True,11,188.65,17.7,184.75,-5.35,-2.84,-0.3,11.3,15.85,12.31,11.5,-1.55,-9.78,-0.13,7.3,3.0,4.0,1.0,1.0,33.33,0.25,3.0,6.0,4.08,4.5,-1.0,-16.67,-0.24,2.0,77.08,17.92,85.4,7.22,9.37,0.4,-2.9,36.9,26.06,26.35,-3.7,-10.03,-0.14,13.7,3.83,0.5,4.0,1.17,30.43,2.33,0.0,2.7,1.04,2.2,-1.2,-44.44,-1.15,0.0,2.57,1.53,2.0,-0.77,-29.87,-0.5,0.0,31.3,GREEN,,,1.0
P-001127,2025-01-01,1,178.6,4.6,2,5,92.2,21.3,2,1.39,4.2,2.0,2.2,4.4,4.2,3.7,3.8,1.6,True,-0.0,0.2,-0.291,0.058,0.023,0.052,-0.032,0.161,0,0,1,1,False,None,Base,1,9,Annual,76,RM656,33,Male,Human Resources,Human Resources,1,2,Human Resources,Divorced,3,Travel_Rarely,Yes,7,4,3,0,3.0,4,2,3,4,3,3,4,2277,11,3,No,False,0,188.77,1.0,188.77,-10.17,-5.39,-4.0,0.0,14.69,1.0,14.69,-10.09,-68.69,-4.0,0.0,3.22,1.0,3.22,-1.22,-37.96,-1.22,0.0,5.72,1.0,5.72,-0.72,-12.58,-0.72,0.0,79.68,1.0,79.68,12.52,15.71,4.0,0.0,35.69,1.0,35.69,-14.39,-40.32,-4.0,0.0,3.7,1.0,3.7,0.5,13.38,0.5,0.0,2.41,1.0,2.41,-0.41,-17.11,-0.41,0.0,2.22,1.0,2.22,-0.62,-27.83,-0.62,0.0,16.5,GREEN,GREEN,16.4,1.0
P-001127,2025-02-01,2,180.7,6.9,2,5,93.1,23.6,2,1.69,4.6,1.8,1.3,3.7,4.7,4.0,5.0,1.0,True,-0.0,-0.1,0.108,0.076,0.033,0.026,0.054,0.179,0,0,1,1,False,None,Base,0,0,None,76,RM656,33,Male,Human Resources,Human Resources,1,2,Human Resources,Divorced,3,Travel_Rarely,Yes,7,4,3,0,3.0,4,2,3,4,3,3,4,2277,11,3,No,False,1,178.6,1.0,178.6,2.1,1.18,2.1,2.1,4.6,1.0,4.6,2.3,50.0,2.3,2.3,2.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,92.2,1.0,92.2,0.9,0.98,0.9,0.9,21.3,1.0,21.3,2.3,10.8,2.3,2.3,4.2,1.0,4.2,0.4,9.52,0.4,0.4,2.0,1.0,2.0,-0.2,-10.0,-0.2,-0.2,1.6,1.0,1.6,-0.6,-37.5,-0.6,-0.6,16.4,GREEN,GREEN,19.4,1.0
P-001127,2025-03-01,3,178.1,2.2,4,4,97.6,21.3,2,1.21,3.9,1.5,1.9,3.9,4.0,4.1,4.1,1.3,True,-0.046,-0.1,-0.095,-0.154,0.048,-0.009,-0.082,0.28,0,0,1,1,False,None,Base,0,0,None,76,RM656,33,Male,Human Resources,Human Resources,1,2,Human Resources,Divorced,3,Travel_Rarely,Yes,7,4,3,0,3.0,4,2,3,4,3,3,4,2277,11,3,No,False,2,179.65,1.48,179.65,-1.55,-0.86,-1.04,-2.6,5.75,1.63,5.75,-3.55,-61.74,-2.18,-4.7,2.0,0.5,2.0,2.0,100.0,4.0,2.0,5.0,0.5,5.0,-1.0,-20.0,-2.0,-1.0,92.65,0.64,92.65,4.95,5.34,4.0,4.5,22.45,1.63,22.45,-1.15,-5.12,-0.71,-2.3,4.4,0.5,4.4,-0.5,-11.36,-1.0,-0.7,1.9,0.5,1.9,-0.4,-21.05,-0.8,-0.3,1.3,0.5,1.3,0.0,0.0,0.0,0.3,19.4,GREEN,GREEN,22.7,1.0
P-001127,2025-04-01,4,185.6,6.0,3,7,94.1,26.0,2,1.0,3.9,2.0,2.4,4.2,3.7,4.0,4.3,1.9,True,-0.017,-0.1,0.219,0.007,0.093,-0.086,-0.143,0.202,0,0,1,1,False,None,Base,0,0,None,76,RM656,33,Male,Human Resources,Human Resources,1,2,Human Resources,Divorced,3,Travel_Rarely,Yes,7,4,3,0,3.0,4,2,3,4,3,3,4,2277,11,3,No,True,3,179.13,1.38,178.6,6.47,3.61,4.0,7.5,4.57,2.35,4.6,1.43,31.39,0.61,3.8,2.67,1.15,2.0,0.33,12.5,0.29,-1.0,4.67,0.58,5.0,2.33,50.0,4.0,3.0,94.3,2.89,93.1,-0.2,-0.21,-0.07,-3.5,22.07,1.33,21.3,3.93,17.82,2.96,4.7,4.23,0.5,4.2,-0.33,-7.87,-0.67,0.0,1.77,0.5,1.8,0.23,13.21,0.47,0.5,1.3,0.5,1.3,0.6,46.15,1.2,0.6,22.7,GREEN,GREEN,20.1,1.0
P-001127,2025-05-01,5,179.4,2.7,1,3,96.2,17.8,2,1.71,3.9,1.6,2.5,4.0,4.2,3.7,4.0,1.5,True,-0.011,0.2,-0.315,0.018,0.046,-0.015,0.059,0.249,0,0,1,1,False,None,Base,1,13,Casual,120,RM656,33,Male,Human Resources,Human Resources,1,2,Human Resources,Divorced,3,Travel_Rarely,Yes,7,4,3,0,3.0,4,2,3,4,3,3,4,2277,11,3,No,True,4,180.75,3.42,179.65,-1.35,-0.75,-0.39,-6.2,4.92,2.05,5.3,-2.22,-45.18,-1.09,-3.3,2.75,0.96,2.5,-1.75,-63.63,-1.83,-2.0,5.25,1.26,5.0,-2.25,-42.86,-1.79,-4.0,94.25,2.36,93.6,1.95,2.07,0.82,2.1,23.05,2.25,22.45,-5.25,-22.78,-2.34,-8.2,4.15,0.5,4.05,-0.25,-6.02,-0.5,0.0,1.82,0.5,1.9,-0.22,-12.33,-0.45,-0.4,1.45,0.5,1.45,0.05,3.45,0.1,-0.4,20.1,GREEN,GREEN,23.2,1.0
P-001127,2025-06-01,6,172.2,10.9,1,4,87.4,20.5,2,1.49,3.9,1.4,1.9,4.5,3.9,4.1,4.2,2.3,True,-0.034,-0.1,0.15,-0.007,0.021,-0.087,-0.002,0.054,0,0,1,1,False,None,Base,0,0,None,120,RM656,33,Male,Human Resources,Human Resources,1,2,Human Resources,Divorced,3,Travel_Rarely,Yes,7,4,3,0,3.0,4,2,3,4,3,3,4,2277,11,3,No,True,5,180.95,3.28,180.05,-8.75,-4.84,-2.67,-7.2,4.45,2.35,4.35,6.45,144.94,2.75,8.2,2.5,1.29,2.5,-1.5,-60.0,-1.16,0.0,4.75,1.71,4.5,-0.75,-15.79,-0.44,1.0,95.25,2.03,95.15,-7.85,-8.24,-3.87,-8.8,22.18,3.49,22.45,-1.68,-7.55,-0.48,2.7,4.08,0.5,3.9,-0.18,-4.29,-0.35,0.0,1.72,0.5,1.7,-0.33,-18.84,-0.65,-0.2,1.42,0.5,1.4,0.88,61.4,1.75,0.8,23.2,GREEN,GREEN,15.9,1.0
P-001127,2025-07-01,7,186.0,3.8,2,3,92.9,21.1,2,1.01,4.1,2.0,2.0,3.8,4.2,3.8,4.1,1.6,True,-0.065,0.2,0.031,0.053,0.11,0.045,-0.14,0.175,0,0,1,1,False,None,Base,1,8,Annual,60,RM656,33,Male,Human Resources,Human Resources,1,2,Human Resources,Divorced,3,Travel_Rarely,Yes,7,4,3,0,3.0,4,2,3,4,3,3,4,2277,11,3,No,True,6,178.82,5.5,178.75,7.18,4.01,1.31,13.8,5.45,4.01,4.35,-1.65,-30.27,-0.41,-7.1,2.25,1.5,2.0,-0.25,-11.11,-0.17,1.0,4.5,1.73,4.0,-1.5,-33.33,-0.87,-1.0,93.82,4.52,95.15,-0.92,-0.99,-0.2,5.5,21.4,3.41,20.9,-0.3,-1.4,-0.09,0.6,3.9,0.5,3.9,0.2,5.13,0.4,0.2,1.62,0.5,1.55,0.38,23.08,0.75,0.6,1.75,0.5,1.7,-0.15,-8.57,-0.3,-0.7,15.9,GREEN,GREEN,17.8,1.0
P-001127,2025-08-01,8,174.1,4.4,3,3,89.2,20.9,2,1.54,4.0,1.6,1.4,3.6,4.3,4.3,4.4,2.0,True,-0.0,-0.1,-0.01,-0.023,0.038,-0.009,0.012,0.094,0,0,1,1,False,None,Base,0,0,None,60,RM656,33,Male,Human Resources,Human Resources,1,2,Human Resources,Divorced,3,Travel_Rarely,Yes,7,4,3,0,3.0,4,2,3,4,3,3,4,2277,11,3,No,True,7,180.8,6.48,182.5,-6.7,-3.71,-1.03,-11.9,5.85,3.64,4.9,-1.45,-24.79,-0.4,0.6,1.75,0.96,1.5,1.25,71.42,1.31,1.0,4.25,1.89,3.5,-1.25,-29.41,-0.66,0.0,92.65,3.76,93.5,-3.45,-3.72,-0.92,-3.7,21.35,3.42,20.8,-0.45,-2.11,-0.13,-0.2,3.95,0.5,3.9,0.05,1.27,0.1,-0.1,1.75,0.5,1.8,-0.15,-8.57,-0.3,-0.4,1.82,0.5,1.75,0.18,9.59,0.35,0.4,17.8,GREEN,GREEN,16.9,1.0
P-001127,2025-09-01,9,177.3,5.9,1,3,93.7,19.8,2,2.06,3.7,2.7,2.3,4.9,4.3,3.6,4.2,1.9,True,-0.0,0.2,-0.053,-0.082,0.09,-0.029,0.161,0.193,0,0,1,1,False,None,Base,1,10,Casual,60,RM656,33,Male,Human Resources,Human Resources,1,2,Human Resources,Divorced,3,Travel_Rarely,Yes,7,4,3,0,3.0,4,2,3,4,3,3,4,2277,11,3,No,True,8,177.92,6.19,176.75,-0.62,-0.35,-0.1,3.2,5.45,3.7,4.1,0.45,8.26,0.12,1.5,1.75,0.96,1.5,-0.75,-42.85,-0.78,-2.0,3.25,0.5,3.0,-0.25,-7.69,-0.5,0.0,91.42,3.92,91.05,2.28,2.49,0.58,4.5,20.08,1.54,20.7,-0.27,-1.37,-0.18,-1.1,3.97,0.5,3.95,-0.27,-6.92,-0.55,-0.3,1.65,0.5,1.6,1.05,63.63,2.1,1.1,1.85,0.5,1.8,0.05,2.7,0.1,-0.1,16.9,GREEN,GREEN,14.5,1.0
P-001127,2025-10-01,10,177.8,8.8,2,3,92.6,21.8,2,1.6,4.4,1.1,1.7,4.7,4.1,4.2,4.8,1.0,True,-0.019,-0.1,0.104,0.194,0.016,0.088,0.029,0.169,0,0,1,1,False,None,Base,0,0,None,60,RM656,33,Male,Human Resources,Human Resources,1,2,Human Resources,Divorced,3,Travel_Rarely,Yes,7,4,3,0,3.0,4,2,3,4,3,3,4,2277,11,3,No,True,9,177.4,6.11,175.7,0.4,0.23,0.07,0.5,6.25,3.22,5.15,2.55,40.8,0.79,2.9,1.75,0.96,1.5,0.25,14.28,0.26,1.0,3.25,0.5,3.0,-0.25,-7.69,-0.5,0.0,90.8,3.0,91.05,1.8,1.98,0.6,-1.1,20.58,0.57,20.7,1.22,5.95,2.14,2.0,3.92,0.5,3.95,0.48,12.1,0.95,0.7,1.93,0.57,1.8,-0.83,-42.85,-1.44,-1.6,1.95,0.5,1.95,-0.95,-48.72,-1.9,-0.9,14.5,GREEN,GREEN,19.8,1.0
P-001127,2025-11-01,11,178.5,17.3,2,5,88.1,26.8,2,1.19,3.6,2.0,1.8,4.2,3.8,4.5,4.0,1.4,True,-0.003,0.2,0.228,-0.184,0.046,-0.114,-0.088,0.068,0,0,1,1,False,None,Base,1,12,Casual,60,RM656,33,Male,Human Resources,Human Resources,1,2,Human Resources,Divorced,3,Travel_Rarely,Yes,7,4,3,0,3.0,4,2,3,4,3,3,4,2277,11,3,No,True,10,178.8,5.07,177.55,-0.3,-0.17,-0.06,0.7,5.72,2.23,5.15,11.58,202.18,4.0,8.5,2.0,0.82,2.0,0.0,0.0,0.0,0.0,3.0,0.5,3.0,2.0,66.66,4.0,2.0,92.1,1.99,92.75,-4.0,-4.34,-2.01,-4.5,20.9,0.83,21.0,5.9,28.23,4.0,5.0,4.05,0.5,4.05,-0.45,-11.11,-0.9,-0.8,1.85,0.68,1.8,0.15,8.11,0.22,0.9,1.62,0.5,1.75,-0.23,-13.85,-0.45,0.4,19.8,GREEN,GREEN,14.7,1.0
P-001127,2025-12-01,12,178.8,0.6,2,4,91.1,18.3,2,1.0,3.8,1.9,1.8,3.8,3.3,3.6,4.2,1.5,True,-0.0,-0.1,-0.32,0.043,0.072,0.015,-0.143,0.136,0,0,1,1,False,None,Base,0,0,None,60,RM656,33,Male,Human Resources,Human Resources,1,2,Human Resources,Divorced,3,Travel_Rarely,Yes,7,4,3,0,3.0,4,2,3,4,3,3,4,2277,11,3,No,True,11,176.92,1.95,177.55,1.88,1.06,0.96,0.3,9.1,5.76,7.35,-8.5,-93.41,-1.47,-16.7,2.0,0.82,2.0,0.0,0.0,0.0,0.0,3.5,1.0,3.0,0.5,14.29,0.5,-1.0,90.9,2.67,90.9,0.2,0.22,0.07,3.0,22.32,3.09,21.35,-4.02,-18.03,-1.3,-8.5,3.92,0.5,3.85,-0.12,-3.18,-0.25,0.2,1.85,0.68,1.8,0.05,2.7,0.07,-0.1,1.58,0.5,1.65,-0.08,-4.76,-0.15,0.1,14.7,GREEN,,,1.0
P-001128,2025-01-01,1,183.5,6.2,4,3,86.2,27.2,2,1.53,,,,,,,,,False,-0.0,-0.1,-0.094,0.081,0.026,0.019,0.01,0.026,0,0,1,1,False,None,Base,0,0,None,108,RM657,32,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Single,25,Travel_Rarely,Yes,1,1,0,0,1.0,1,4,3,1,3,4,2,2795,24,1,Yes,False,0,188.77,1.0,188.77,-5.27,-2.79,-4.0,0.0,14.69,1.0,14.69,-8.49,-57.8,-4.0,0.0,3.22,1.0,3.22,0.78,24.07,0.78,0.0,5.72,1.0,5.72,-2.72,-47.54,-2.72,0.0,79.68,1.0,79.68,6.52,8.18,4.0,0.0,35.69,1.0,35.69,-8.49,-23.79,-4.0,0.0,3.7,1.0,3.7,,,,0.0,2.41,1.0,2.41,,,,0.0,2.22,1.0,2.22,,,,0.0,26.8,GREEN,GREEN,21.6,0.62
P-001128,2025-02-01,2,182.7,9.4,4,5,91.0,28.5,2,1.5,4.6,1.9,1.6,3.5,3.3,4.1,3.3,1.4,True,-0.095,-0.1,0.05,0.073,0.003,0.01,-0.001,0.132,0,0,1,1,False,None,Base,0,0,None,108,RM657,32,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Single,25,Travel_Rarely,Yes,1,1,0,0,1.0,1,4,3,1,3,4,2,2795,24,1,Yes,False,1,183.5,1.0,183.5,-0.8,-0.44,-0.8,-0.8,6.2,1.0,6.2,3.2,51.61,3.2,3.2,4.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,66.66,2.0,2.0,86.2,1.0,86.2,4.8,5.57,4.0,4.8,27.2,1.0,27.2,1.3,4.78,1.3,1.3,3.7,1.0,3.7,0.9,24.18,0.9,0.0,2.41,1.0,2.41,-0.51,-21.26,-0.51,0.0,2.22,1.0,2.22,-0.82,-36.85,-0.82,0.0,21.6,GREEN,GREEN,17.2,1.0
P-001128,2025-03-01,3,186.6,1.4,1,5,90.1,21.2,2,1.27,4.6,2.0,2.1,4.9,4.6,3.7,3.7,1.0,True,-0.036,0.2,-0.258,-0.001,0.044,0.036,-0.066,0.114,0,0,1,1,False,None,Base,1,8,Annual,108,RM657,32,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Single,25,Travel_Rarely,Yes,1,1,0,0,1.0,1,4,3,1,3,4,2,2795,24,1,Yes,False,2,183.1,0.57,183.1,3.5,1.91,4.0,3.9,7.8,2.26,7.8,-6.4,-82.05,-2.83,-8.0,4.0,0.5,4.0,-3.0,-75.0,-4.0,-3.0,4.0,1.41,4.0,1.0,25.0,0.71,0.0,88.6,3.39,88.6,1.5,1.69,0.44,-0.9,27.85,0.92,27.85,-6.65,-23.88,-4.0,-7.3,4.6,1.0,4.6,0.0,0.0,0.0,0.0,1.9,1.0,1.9,0.1,5.26,0.1,0.1,1.4,1.0,1.4,-0.4,-28.57,-0.4,-0.4,17.2,GREEN,GREEN,19.7,1.0
P-001128,2025-04-01,4,181.5,4.7,1,3,91.9,19.4,2,1.37,4.0,1.9,2.4,4.3,3.8,3.4,4.7,1.7,True,-0.04,-0.1,-0.086,-0.136,0.032,-0.055,-0.036,0.152,0,0,1,1,False,None,Base,0,0,None,108,RM657,32,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Single,25,Travel_Rarely,Yes,1,1,0,0,1.0,1,4,3,1,3,4,2,2795,24,1,Yes,True,3,184.27,2.06,183.5,-2.77,-1.5,-1.34,-5.1,5.67,4.03,6.2,-0.97,-17.06,-0.24,3.3,3.0,1.73,4.0,-2.0,-66.66,-1.15,0.0,4.33,1.15,5.0,-1.33,-30.77,-1.15,-2.0,89.1,2.55,90.1,2.8,3.14,1.1,1.8,25.63,3.89,27.2,-6.23,-24.32,-1.6,-1.8,4.6,0.5,4.6,-0.6,-13.04,-1.2,-0.6,1.95,0.5,1.95,-0.05,-2.56,-0.1,-0.1,1.2,0.5,1.2,0.5,41.66,1.0,0.7,19.7,GREEN,GREEN,20.9,1.0
P-001128,2025-05-01,5,184.9,0.0,3,4,95.2,22.2,2,1.46,4.0,1.7,2.0,5.0,3.7,3.7,4.6,1.7,True,-0.052,-0.1,0.146,-0.01,0.014,-0.08,-0.01,0.227,0,0,1,1,False,None,Base,0,0,None,108,RM657,32,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Single,25,Travel_Rarely,Yes,1,1,0,0,1.0,1,4,3,1,3,4,2,2795,24,1,Yes,True,4,183.58,2.18,183.1,1.33,0.72,0.61,3.4,5.42,3.32,5.45,-5.42,-100.0,-1.63,-4.7,2.5,1.73,2.5,0.5,20.0,0.29,2.0,4.0,1.15,4.0,0.0,0.0,0.0,1.0,89.8,2.51,90.55,5.4,6.01,2.15,3.3,24.08,4.45,24.2,-1.88,-7.79,-0.42,2.8,4.4,0.5,4.6,-0.4,-9.09,-0.8,0.0,1.93,0.5,1.9,-0.23,-12.07,-0.47,-0.2,1.37,0.5,1.4,0.33,24.39,0.67,0.0,20.9,GREEN,GREEN,19.3,1.0
P-001128,2025-06-01,6,185.9,8.6,2,4,91.4,25.5,2,1.59,4.0,1.4,1.8,4.1,4.2,3.9,4.1,1.3,True,-0.061,0.2,0.15,0.016,0.016,0.046,0.027,0.142,0,0,1,1,False,None,Base,1,12,Casual,90,RM657,32,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Single,25,Travel_Rarely,Yes,1,1,0,0,1.0,1,4,3,1,3,4,2,2795,24,1,Yes,True,5,183.92,2.27,183.8,1.97,1.07,0.87,1.0,3.88,4.18,3.05,4.72,121.93,1.13,8.6,2.25,1.5,2.0,-0.25,-11.11,-0.17,-1.0,4.25,0.96,4.5,-0.25,-5.88,-0.26,0.0,92.05,2.22,91.45,-0.65,-0.71,-0.29,-3.8,22.82,3.96,21.7,2.68,11.72,0.68,3.3,4.3,0.5,4.3,-0.3,-6.98,-0.6,0.0,1.88,0.5,1.9,-0.48,-25.33,-0.95,-0.3,1.45,0.5,1.55,-0.15,-10.34,-0.3,-0.4,19.3,GREEN,GREEN,22.5,1.0
P-001128,2025-07-01,7,180.3,15.3,3,6,86.5,30.2,2,1.58,4.9,2.3,2.6,4.1,3.5,4.1,3.8,1.4,True,-0.096,-0.1,0.184,0.213,0.026,0.154,0.022,0.032,0,0,1,1,False,None,Base,0,0,None,90,RM657,32,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Single,25,Travel_Rarely,Yes,1,1,0,0,1.0,1,4,3,1,3,4,2,2795,24,1,Yes,True,6,184.72,2.26,185.4,-4.42,-2.4,-1.96,-5.6,3.67,3.83,3.05,11.63,300.0,3.04,6.7,1.75,0.96,1.5,1.25,71.42,1.31,1.0,4.0,0.82,4.0,2.0,50.0,2.45,2.0,92.15,2.17,91.65,-5.65,-6.13,-2.6,-4.9,22.08,2.56,21.7,8.12,36.81,3.17,4.7,4.15,0.5,4.0,0.75,18.07,1.5,0.9,1.75,0.5,1.8,0.55,31.43,1.1,0.9,1.42,0.5,1.5,-0.03,-1.75,-0.05,0.1,22.5,GREEN,GREEN,19.7,1.0
P-001128,2025-08-01,8,185.4,3.5,3,5,94.2,24.4,2,1.37,4.3,1.6,2.0,4.0,4.1,4.1,3.6,2.6,True,-0.065,0.2,-0.19,-0.123,0.033,-0.069,-0.037,0.205,0,0,1,1,False,None,Base,1,13,Casual,60,RM657,32,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Single,25,Travel_Rarely,Yes,1,1,0,0,1.0,1,4,3,1,3,4,2,2795,24,1,Yes,True,7,183.15,2.68,183.2,2.25,1.23,0.84,5.1,7.15,6.47,6.65,-3.65,-51.05,-0.56,-11.8,2.25,0.96,2.5,0.75,33.33,0.78,0.0,4.25,1.26,4.0,0.75,17.65,0.6,-1.0,91.25,3.59,91.65,2.95,3.23,0.82,7.7,24.32,4.64,23.85,0.08,0.31,0.02,-5.8,4.22,0.5,4.0,0.08,1.78,0.15,-0.6,1.82,0.5,1.8,-0.22,-12.33,-0.45,-0.7,1.52,0.5,1.55,1.08,70.49,2.15,1.2,19.7,GREEN,GREEN,17.8,1.0
