personnel_id,original_ref_id,age,gender,department,job_role,job_level,education_level,education_field,marital_status,distance_from_home,business_travel,overtime_eligible,total_working_years,years_in_service,years_in_current_role,years_since_last_promotion,years_with_curr_supervisor,baseline_env_satisfaction,baseline_job_satisfaction,baseline_job_involvement,baseline_work_life_balance,baseline_rel_satisfaction,performance_rating,training_times_last_year,monthly_income,percent_salary_hike,num_prior_organizations,hr_attrition_historical
P-001153,RM682,38,Female,Research & Development,Research Director,3,3,Technical Degree,Married,1,Travel_Rarely,No,15,15,12,5,11.0,4,1,3,3,2,3,3,13582,13,1,No
P-001154,RM683,32,Female,Research & Development,Laboratory Technician,1,3,Life Sciences,Married,1,Non-Travel,No,5,3,0,0,2.0,3,2,2,3,3,4,3,2332,20,6,No
P-001155,RM684,25,Male,Sales,Sales Representative,1,2,Marketing,Married,19,Travel_Rarely,Yes,1,1,0,0,0.0,3,2,2,3,3,3,2,2413,18,1,Yes
P-001156,RM685,40,Male,Sales,Sales Executive,3,4,Marketing,Divorced,10,Travel_Rarely,No,11,1,0,0,0.0,1,2,2,2,2,3,2,9705,12,2,No
P-001157,RM686,26,Male,Sales,Sales Executive,2,3,Medical,Single,1,Travel_Frequently,No,7,7,7,0,7.0,3,1,2,3,2,3,2,4294,12,1,No
P-001158,RM687,41,Male,Research & Development,Laboratory Technician,1,3,Medical,Single,6,Travel_Rarely,Yes,20,18,13,2,17.0,4,1,3,3,3,3,3,4721,13,2,No
P-001159,RM688,36,Male,Research & Development,Laboratory Technician,1,4,Medical,Single,2,Travel_Rarely,No,16,11,8,3,9.0,3,3,3,3,3,4,6,2519,21,4,No
P-001160,RM689,19,Male,Sales,Sales Representative,1,3,Other,Single,21,Travel_Rarely,Yes,1,1,0,0,0.0,4,2,2,4,2,3,3,2121,13,1,Yes
P-001161,RM690,20,Male,Research & Development,Laboratory Technician,1,3,Technical Degree,Single,4,Travel_Rarely,No,1,1,0,0,0.0,1,1,3,3,2,3,2,2973,19,1,Yes
P-001162,RM691,31,Female,Research & Development,Healthcare Representative,2,3,Medical,Married,12,Travel_Rarely,Yes,10,9,7,8,5.0,4,4,3,1,3,3,2,5855,11,0,No
P-001163,RM692,40,Male,Research & Development,Research Scientist,1,4,Medical,Divorced,9,Travel_Frequently,Yes,3,1,1,0,0.0,4,2,3,3,4,3,2,3617,14,8,No
P-001164,RM693,32,Female,Research & Development,Manufacturing Director,2,4,Medical,Married,3,Travel_Rarely,No,8,8,7,6,3.0,3,1,3,4,3,3,2,6725,12,1,No
P-001165,RM694,36,Male,Sales,Sales Executive,3,1,Life Sciences,Married,3,Travel_Rarely,Yes,16,16,7,3,7.0,3,4,2,3,1,3,6,10325,11,1,Yes
P-001166,RM695,33,Female,Research & Development,Healthcare Representative,2,3,Life Sciences,Single,1,Travel_Rarely,No,6,5,0,1,4.0,2,4,2,3,1,3,3,6949,14,0,No
P-001167,RM696,37,Male,Sales,Sales Executive,3,4,Life Sciences,Married,1,Travel_Rarely,No,17,14,1,11,7.0,1,3,2,1,3,3,2,10609,11,5,Yes
P-001168,RM697,45,Male,Research & Development,Laboratory Technician,2,2,Life Sciences,Married,4,Non-Travel,No,9,9,7,0,8.0,3,2,3,2,2,3,5,4447,12,1,No
P-001169,RM698,29,Female,Sales,Sales Representative,1,3,Technical Degree,Married,20,Travel_Frequently,No,3,3,1,0,2.0,3,4,3,3,2,3,5,2157,15,1,No
P-001170,RM699,35,Female,Sales,Sales Executive,2,3,Medical,Married,18,Travel_Rarely,No,5,5,2,1,0.0,3,3,3,3,2,3,3,4601,16,1,No
P-001171,RM700,52,Male,Research & Development,Manager,4,2,Life Sciences,Married,1,Travel_Rarely,No,26,9,8,7,8.0,4,4,3,2,2,3,2,17099,15,2,No
P-001172,RM701,58,Male,Research & Development,Research Scientist,1,3,Technical Degree,Single,2,Travel_Rarely,No,7,1,0,0,0.0,4,3,3,3,1,4,4,2479,24,4,Yes
P-001173,RM702,53,Male,Sales,Manager,4,2,Medical,Divorced,2,Travel_Rarely,No,22,17,13,15,2.0,3,3,3,4,3,3,3,14852,13,6,No
P-001174,RM703,30,Male,Sales,Sales Executive,3,2,Other,Divorced,8,Travel_Rarely,No,10,8,4,7,7.0,3,3,3,4,1,3,2,7264,11,5,No
P-001175,RM704,38,Female,Sales,Sales Executive,2,3,Technical Degree,Single,10,Non-Travel,Yes,6,5,3,1,3.0,3,4,3,3,2,3,1,5666,13,1,No
P-001176,RM705,35,Male,Sales,Sales Executive,3,4,Life Sciences,Divorced,3,Travel_Rarely,No,12,10,9,0,8.0,4,4,3,3,2,3,2,7823,13,6,No
P-001177,RM706,39,Male,Sales,Sales Executive,3,5,Life Sciences,Single,2,Travel_Rarely,No,9,8,7,0,7.0,1,3,4,3,4,3,3,7880,18,0,No
P-001178,RM707,40,Female,Sales,Sales Executive,4,3,Life Sciences,Single,24,Non-Travel,Yes,22,1,0,0,0.0,2,2,4,2,4,3,2,13194,16,4,Yes
P-001179,RM708,47,Male,Research & Development,Manufacturing Director,2,4,Medical,Divorced,16,Travel_Frequently,Yes,20,19,10,2,7.0,3,3,4,4,3,3,3,5067,19,1,No
P-001180,RM709,36,Male,Sales,Sales Executive,2,4,Technical Degree,Divorced,8,Non-Travel,No,12,7,7,0,7.0,1,4,3,3,4,3,3,5079,13,4,No
P-001181,RM710,31,Male,Research & Development,Research Scientist,1,2,Medical,Single,9,Non-Travel,Yes,4,3,2,1,2.0,3,1,2,3,1,4,0,2321,22,0,Yes
P-001182,RM711,33,Male,Sales,Manager,4,3,Life Sciences,Single,17,Non-Travel,No,10,10,8,6,0.0,4,3,3,3,4,3,2,17444,11,1,No
P-001183,RM712,29,Female,Research & Development,Research Scientist,1,3,Life Sciences,Single,10,Travel_Rarely,Yes,3,0,0,0,0.0,4,1,2,3,3,4,5,2404,20,6,Yes
P-001184,RM713,33,Female,Research & Development,Research Scientist,1,1,Life Sciences,Single,13,Travel_Rarely,No,5,3,2,0,2.0,2,4,3,3,1,3,4,3452,18,3,No
P-001185,RM714,45,Female,Research & Development,Laboratory Technician,1,4,Medical,Divorced,1,Travel_Rarely,No,8,5,3,0,2.0,4,4,3,3,4,3,2,2270,14,3,No
P-001186,RM715,50,Male,Research & Development,Research Director,4,2,Medical,Divorced,1,Travel_Rarely,No,32,5,4,1,3.0,4,4,3,2,3,4,1,17399,22,9,No
P-001187,RM716,33,Female,Research & Development,Healthcare Representative,2,4,Other,Married,1,Travel_Frequently,Yes,6,6,5,1,2.0,3,2,4,3,1,3,2,5488,13,1,No
P-001188,RM717,41,Male,Research & Development,Research Director,5,3,Medical,Divorced,9,Travel_Frequently,No,21,18,16,0,11.0,1,3,3,4,2,3,2,19419,17,2,No
P-001189,RM718,27,Female,Research & Development,Laboratory Technician,1,4,Technical Degree,Married,16,Travel_Rarely,No,4,2,2,2,2.0,3,2,3,3,2,3,2,2811,14,9,No
P-001190,RM719,45,Male,Research & Development,Laboratory Technician,2,2,Life Sciences,Married,23,Non-Travel,Yes,9,9,8,0,8.0,4,1,3,3,3,3,2,3633,15,1,No
P-001191,RM720,47,Female,Sales,Sales Executive,2,2,Life Sciences,Single,4,Travel_Rarely,Yes,9,9,0,0,7.0,4,4,3,3,3,3,0,4163,17,1,No
P-001192,RM721,30,Female,Research & Development,Research Scientist,1,3,Life Sciences,Married,22,Travel_Rarely,Yes,7,5,2,0,1.0,1,3,3,3,2,3,2,2132,11,4,Yes
P-001193,RM722,50,Male,Research & Development,Manufacturing Director,4,3,Life Sciences,Married,24,Travel_Rarely,Yes,22,12,11,1,5.0,4,3,3,3,4,3,2,13973,18,3,No
P-001194,RM723,38,Male,Research & Development,Research Scientist,1,1,Medical,Married,10,Travel_Frequently,No,3,2,1,0,2.0,3,3,3,2,2,3,0,2684,17,0,No
P-001195,RM724,46,Male,Research & Development,Manufacturing Director,3,2,Medical,Divorced,7,Travel_Rarely,No,13,8,7,0,7.0,4,3,3,3,2,3,3,10845,13,6,No
P-001196,RM725,24,Female,Research & Development,Manufacturing Director,2,1,Medical,Divorced,17,Travel_Rarely,No,5,4,2,3,2.0,4,3,2,3,2,3,6,4377,15,1,No
P-001197,RM726,35,Male,Research & Development,Laboratory Technician,1,4,Other,Divorced,14,Travel_Rarely,Yes,5,4,2,0,2.0,3,2,2,1,4,4,2,3743,24,1,Yes
P-001198,RM727,31,Female,Research & Development,Manufacturing Director,2,1,Life Sciences,Married,1,Travel_Frequently,No,4,4,3,0,3.0,3,1,3,3,3,3,1,4148,12,1,No
P-001199,RM728,18,Male,Research & Development,Research Scientist,1,2,Life Sciences,Single,5,Non-Travel,No,0,0,0,0,0.0,2,4,3,3,4,3,2,1051,15,1,No
P-001200,RM729,54,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Married,17,Travel_Rarely,No,22,10,7,0,8.0,3,3,3,3,3,3,2,10739,11,8,No
P-001201,RM730,35,Female,Research & Development,Healthcare Representative,3,4,Medical,Divorced,25,Travel_Rarely,Yes,16,16,10,10,1.0,3,3,3,2,3,3,3,10388,11,1,No
P-001202,RM731,30,Female,Research & Development,Research Director,3,2,Life Sciences,Married,8,Travel_Rarely,Yes,9,8,7,1,7.0,2,1,4,2,3,3,4,11416,12,0,No
P-001203,RM732,20,Female,Research & Development,Research Scientist,1,3,Medical,Single,11,Travel_Rarely,Yes,1,1,0,0,0.0,4,1,2,3,1,3,2,2600,15,1,Yes
P-001204,RM733,30,Female,Research & Development,Laboratory Technician,1,3,Medical,Single,5,Travel_Frequently,No,4,3,2,1,2.0,2,2,3,3,1,3,3,2422,17,0,Yes
P-001205,RM734,26,Male,Research & Development,Manufacturing Director,2,2,Medical,Married,2,Travel_Rarely,No,8,8,7,1,3.0,4,4,4,3,2,3,2,5472,12,1,No
P-001206,RM735,22,Male,Research & Development,Laboratory Technician,1,1,Life Sciences,Married,8,Travel_Rarely,No,4,4,3,1,1.0,2,1,1,2,1,3,3,2451,15,1,No
P-001207,RM736,48,Male,Research & Development,Healthcare Representative,2,3,Life Sciences,Single,6,Travel_Rarely,No,19,2,2,2,2.0,1,3,2,3,4,3,0,4240,13,2,No
P-001208,RM737,48,Male,Research & Development,Healthcare Representative,3,4,Life Sciences,Single,4,Travel_Rarely,No,27,15,11,4,8.0,3,3,2,3,2,3,3,10999,14,7,No
P-001209,RM738,41,Female,Research & Development,Manufacturing Director,2,2,Medical,Single,7,Travel_Rarely,No,8,2,2,2,1.0,4,3,3,3,2,3,6,5003,14,6,No
P-001210,RM739,39,Female,Research & Development,Manufacturing Director,4,1,Life Sciences,Married,1,Travel_Rarely,No,21,21,6,11,8.0,4,4,2,3,3,3,3,12742,16,1,No
P-001211,RM740,27,Female,Research & Development,Manufacturing Director,2,4,Life Sciences,Married,2,Travel_Rarely,No,4,3,2,2,2.0,1,4,3,3,2,3,2,4227,18,0,No
P-001212,RM741,35,Male,Research & Development,Laboratory Technician,1,3,Other,Divorced,10,Travel_Rarely,No,3,3,2,1,2.0,2,4,3,2,1,4,4,3917,20,1,No
P-001213,RM742,42,Male,Sales,Manager,5,2,Marketing,Married,5,Travel_Rarely,No,21,1,0,0,0.0,4,3,3,4,2,3,3,18303,13,6,No
P-001214,RM743,50,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Married,9,Travel_Rarely,No,8,1,0,0,0.0,1,4,3,3,2,3,5,2380,18,4,No
P-001215,RM744,59,Female,Research & Development,Manufacturing Director,4,3,Life Sciences,Single,2,Travel_Rarely,Yes,30,5,3,4,3.0,3,4,2,3,1,3,4,13726,13,3,No
P-001216,RM745,37,Female,Research & Development,Healthcare Representative,2,2,Medical,Married,11,Travel_Rarely,No,15,1,0,0,0.0,1,2,1,1,1,3,2,4777,15,5,Yes
P-001217,RM746,55,Male,Research & Development,Healthcare Representative,2,4,Medical,Married,18,Travel_Frequently,Yes,17,8,7,6,7.0,3,2,3,3,4,3,3,6385,14,3,No
P-001218,RM747,41,Female,Research & Development,Research Director,5,1,Life Sciences,Divorced,7,Non-Travel,No,21,21,16,5,10.0,2,3,1,3,2,4,3,19973,22,1,No
P-001219,RM748,38,Male,Sales,Sales Executive,2,4,Life Sciences,Single,3,Travel_Rarely,Yes,19,1,0,0,0.0,2,4,3,3,3,3,1,6861,12,8,No
P-001220,RM749,26,Male,Sales,Sales Executive,2,2,Medical,Single,29,Non-Travel,No,7,2,2,2,2.0,2,1,1,3,4,3,6,4969,18,8,Yes
P-001221,RM750,52,Female,Sales,Manager,5,1,Marketing,Married,2,Travel_Rarely,No,33,32,14,6,9.0,1,4,1,3,4,3,3,19845,15,1,Yes
P-001222,RM751,44,Female,Sales,Sales Executive,4,3,Medical,Married,28,Travel_Rarely,Yes,23,12,11,11,11.0,4,4,4,3,3,3,2,13320,18,3,No
P-001223,RM752,50,Female,Sales,Sales Executive,2,3,Life Sciences,Married,1,Non-Travel,No,19,18,7,0,13.0,4,3,3,3,1,3,3,6347,12,0,No
P-001224,RM753,36,Female,Research & Development,Laboratory Technician,1,4,Life Sciences,Single,16,Travel_Rarely,No,18,17,13,15,14.0,3,1,4,3,3,3,1,2743,16,1,Yes
P-001225,RM754,39,Female,Research & Development,Manufacturing Director,3,3,Medical,Single,22,Travel_Frequently,Yes,21,21,6,2,8.0,4,1,3,3,3,3,2,10880,13,1,No
P-001226,RM755,33,Female,Sales,Sales Representative,1,1,Life Sciences,Single,8,Non-Travel,No,3,2,2,2,2.0,2,4,2,2,4,3,2,2342,19,0,No
P-001227,RM756,45,Female,Sales,Manager,4,2,Life Sciences,Married,11,Travel_Rarely,No,26,9,3,1,1.0,4,4,3,4,2,3,4,17650,13,3,No
P-001228,RM757,32,Female,Research & Development,Laboratory Technician,1,4,Medical,Single,29,Non-Travel,No,10,8,7,7,7.0,4,3,3,3,2,3,2,4025,12,9,No
P-001229,RM758,34,Male,Sales,Sales Executive,2,4,Marketing,Divorced,1,Travel_Rarely,No,16,15,1,0,9.0,2,4,4,2,4,3,2,9725,11,0,No
P-001230,RM759,59,Male,Sales,Manager,3,2,Technical Degree,Married,1,Travel_Rarely,Yes,14,6,4,0,4.0,2,4,3,1,3,3,1,11904,14,3,No
P-001231,RM760,45,Male,Human Resources,Human Resources,1,4,Medical,Single,24,Travel_Rarely,No,6,6,3,0,4.0,2,2,3,3,1,3,3,2177,16,1,No
P-001232,RM761,53,Female,Sales,Sales Executive,3,3,Marketing,Married,2,Travel_Frequently,No,30,15,7,6,12.0,3,2,2,3,1,3,2,7525,12,2,No
P-001233,RM762,36,Male,Research & Development,Laboratory Technician,2,3,Other,Divorced,15,Travel_Rarely,No,9,1,0,0,0.0,1,3,3,2,2,3,3,4834,14,7,Yes
P-001234,RM763,26,Male,Research & Development,Research Scientist,1,3,Life Sciences,Married,2,Travel_Frequently,Yes,6,3,2,1,2.0,1,1,3,3,2,3,2,2042,14,6,Yes
P-001235,RM764,34,Female,Sales,Sales Representative,1,4,Life Sciences,Married,10,Travel_Rarely,Yes,1,1,1,0,0.0,3,3,3,3,4,3,2,2220,19,1,No
P-001236,RM765,28,Male,Sales,Sales Representative,1,1,Medical,Married,10,Travel_Rarely,No,1,1,0,0,0.0,4,2,3,3,2,4,5,1052,22,1,No
P-001237,RM766,38,Male,Research & Development,Research Scientist,1,4,Other,Married,3,Travel_Frequently,No,8,2,2,2,2.0,3,3,3,3,1,3,2,2821,16,3,No
P-001238,RM767,50,Male,Research & Development,Research Director,5,4,Medical,Married,2,Travel_Rarely,Yes,29,8,1,7,7.0,2,3,3,2,4,3,2,19237,11,2,No
P-001239,RM768,37,Female,Research & Development,Healthcare Representative,2,3,Other,Single,3,Travel_Rarely,No,8,4,3,0,1.0,4,2,3,2,1,3,3,4107,15,3,No
P-001240,RM769,40,Male,Sales,Sales Executive,2,3,Marketing,Married,26,Travel_Rarely,No,8,7,7,7,5.0,3,1,3,2,2,3,3,8396,14,1,No
P-001241,RM770,26,Female,Research & Development,Research Scientist,1,1,Medical,Divorced,1,Travel_Frequently,No,5,5,3,1,3.0,1,3,2,3,3,3,5,2007,13,1,No
P-001242,RM771,46,Male,Research & Development,Research Director,5,4,Medical,Divorced,1,Travel_Rarely,No,23,2,2,2,2.0,4,4,3,3,4,3,0,19627,17,9,No
P-001243,RM772,54,Female,Sales,Sales Executive,3,4,Life Sciences,Married,2,Travel_Rarely,No,13,9,4,7,0.0,3,3,2,3,2,3,4,10686,11,6,No
P-001244,RM773,56,Female,Research & Development,Research Scientist,1,3,Medical,Married,9,Travel_Frequently,No,18,5,4,0,3.0,1,3,3,3,2,3,4,2942,19,2,No
P-001245,RM774,36,Female,Research & Development,Manufacturing Director,3,5,Medical,Single,12,Travel_Rarely,No,15,14,8,7,8.0,4,4,2,2,2,3,2,8858,11,0,No
P-001246,RM775,55,Male,Research & Development,Manager,4,1,Medical,Single,2,Non-Travel,No,31,9,7,6,2.0,3,1,2,4,2,3,3,16756,15,7,No
P-001247,RM776,43,Male,Sales,Sales Executive,3,3,Medical,Divorced,25,Travel_Rarely,No,18,1,0,0,0.0,3,4,2,3,3,3,5,10798,13,5,No
P-001248,RM777,20,Female,Sales,Sales Representative,1,3,Marketing,Single,9,Travel_Frequently,Yes,2,2,2,0,2.0,4,4,3,3,2,3,3,2323,14,1,Yes
P-001249,RM778,21,Female,Research & Development,Laboratory Technician,1,3,Life Sciences,Single,10,Travel_Rarely,No,1,1,0,1,0.0,3,1,2,2,1,3,6,1416,13,1,Yes
P-001250,RM779,46,Female,Research & Development,Research Scientist,2,4,Life Sciences,Divorced,8,Travel_Rarely,Yes,19,16,13,1,7.0,4,1,2,3,1,4,2,4615,23,8,No
P-001251,RM780,51,Male,Research & Development,Research Scientist,1,4,Life Sciences,Married,4,Travel_Rarely,Yes,18,10,0,2,7.0,1,3,3,4,3,3,2,2461,12,9,Yes
P-001252,RM781,28,Male,Research & Development,Healthcare Representative,3,2,Technical Degree,Single,24,Non-Travel,No,10,10,7,1,9.0,2,1,2,2,1,3,2,8722,12,1,Yes
P-001253,RM782,26,Male,Research & Development,Laboratory Technician,1,2,Medical,Married,1,Travel_Rarely,No,6,5,3,1,3.0,1,1,2,3,1,3,2,3955,16,1,No
P-001254,RM783,30,Male,Research & Development,Manufacturing Director,2,3,Other,Married,20,Travel_Rarely,No,7,6,2,0,2.0,3,1,3,2,3,3,1,9957,15,0,No
P-001255,RM784,41,Female,Research & Development,Research Scientist,1,2,Technical Degree,Married,7,Travel_Rarely,No,10,10,6,0,8.0,2,3,4,3,3,3,3,3376,13,1,No
P-001256,RM785,38,Female,Research & Development,Healthcare Representative,3,1,Life Sciences,Married,17,Travel_Rarely,No,20,19,9,1,9.0,3,3,2,2,1,3,4,8823,18,0,No
P-001257,RM786,40,Male,Research & Development,Healthcare Representative,3,4,Technical Degree,Married,20,Travel_Rarely,No,14,11,10,11,1.0,1,4,3,3,4,4,6,10322,20,4,No
P-001258,RM787,27,Male,Research & Development,Laboratory Technician,1,5,Life Sciences,Married,8,Non-Travel,No,3,3,2,1,2.0,1,3,1,3,4,3,4,4621,19,1,No
P-001259,RM788,55,Male,Research & Development,Manufacturing Director,3,1,Life Sciences,Married,2,Travel_Frequently,No,23,3,2,1,2.0,4,2,3,3,2,3,4,10976,18,3,No
P-001260,RM789,28,Female,Research & Development,Research Scientist,2,3,Other,Single,10,Travel_Rarely,No,10,8,7,1,7.0,3,3,3,4,4,3,4,3660,13,3,No
P-001261,RM790,44,Male,Human Resources,Human Resources,3,2,Medical,Married,1,Travel_Rarely,No,24,20,6,3,6.0,2,1,2,3,4,3,1,10482,14,9,Yes
P-001262,RM791,33,Male,Research & Development,Healthcare Representative,3,3,Life Sciences,Divorced,5,Travel_Rarely,No,9,3,2,1,2.0,4,4,2,3,3,3,2,7119,15,4,No
P-001263,RM792,35,Male,Sales,Sales Executive,3,3,Technical Degree,Single,4,Travel_Rarely,Yes,9,8,7,4,7.0,4,1,3,3,1,4,2,9582,22,0,Yes
P-001264,RM793,33,Female,Research & Development,Research Scientist,2,4,Medical,Single,29,Travel_Frequently,No,14,13,7,3,8.0,1,3,2,3,2,4,4,4508,22,1,Yes
P-001265,RM794,28,Male,Research & Development,Laboratory Technician,1,2,Life Sciences,Divorced,15,Travel_Rarely,No,4,4,2,2,2.0,1,3,3,2,4,3,5,2207,16,1,No
P-001266,RM795,34,Male,Research & Development,Healthcare Representative,2,1,Life Sciences,Single,3,Travel_Frequently,No,7,6,2,0,4.0,1,4,3,2,3,3,1,7756,17,0,No
P-001267,RM796,37,Female,Sales,Sales Executive,2,4,Life Sciences,Divorced,10,Travel_Rarely,Yes,8,1,0,0,0.0,4,4,2,3,3,3,5,6694,14,2,No
P-001268,RM797,25,Male,Research & Development,Laboratory Technician,1,1,Technical Degree,Married,4,Travel_Rarely,Yes,7,7,7,5,6.0,4,4,3,4,2,3,3,3691,15,1,Yes
P-001269,RM798,26,Male,Research & Development,Laboratory Technician,1,3,Medical,Divorced,21,Travel_Rarely,No,1,1,1,0,0.0,1,3,3,2,3,4,0,2377,20,1,Yes
P-001270,RM799,33,Male,Research & Development,Research Scientist,1,3,Medical,Single,25,Travel_Rarely,Yes,5,2,2,2,2.0,1,2,2,3,2,4,0,2313,20,4,Yes
P-001271,RM800,42,Male,Research & Development,Manager,4,2,Medical,Married,2,Travel_Rarely,No,23,22,6,13,7.0,4,1,3,3,4,3,3,17665,17,0,No
P-001272,RM801,28,Male,Research & Development,Laboratory Technician,1,3,Medical,Divorced,1,Travel_Frequently,No,1,1,0,0,0.0,1,2,2,3,1,3,2,2596,15,1,Yes
P-001273,RM802,50,Male,Sales,Sales Executive,2,4,Other,Single,1,Travel_Frequently,Yes,5,0,0,0,0.0,4,3,3,3,4,3,4,4728,14,3,Yes
P-001274,RM803,33,Female,Sales,Sales Executive,2,3,Life Sciences,Married,7,Travel_Frequently,No,4,3,2,0,2.0,4,2,3,3,3,3,3,4302,17,0,No
P-001275,RM804,34,Male,Research & Development,Research Scientist,1,4,Life Sciences,Married,3,Non-Travel,No,6,0,0,0,0.0,3,4,2,3,4,3,2,2979,17,3,No
P-001276,RM805,48,Male,Research & Development,Manager,4,4,Medical,Single,1,Non-Travel,No,27,5,4,2,1.0,1,4,4,2,3,4,3,16885,22,2,No
P-001277,RM806,45,Female,Sales,Sales Executive,2,4,Life Sciences,Married,9,Non-Travel,No,15,15,10,4,12.0,2,3,2,3,4,3,2,5593,13,1,No
P-001278,RM807,52,Male,Research & Development,Healthcare Representative,3,4,Life Sciences,Single,7,Travel_Rarely,No,18,8,6,4,0.0,2,2,3,3,4,3,4,10445,19,7,No
P-001279,RM808,38,Male,Sales,Sales Executive,3,4,Marketing,Divorced,10,Travel_Rarely,Yes,9,8,7,2,7.0,3,3,2,3,2,3,2,8740,14,0,No
P-001280,RM809,29,Female,Research & Development,Research Scientist,1,4,Life Sciences,Divorced,28,Travel_Rarely,No,11,7,5,1,7.0,3,4,3,3,1,4,1,2514,22,4,No
P-001281,RM810,28,Female,Research & Development,Manufacturing Director,3,3,Medical,Divorced,3,Travel_Rarely,No,10,9,7,1,7.0,4,2,3,2,2,3,3,7655,17,0,No
P-001282,RM811,46,Male,Sales,Manager,4,1,Marketing,Married,3,Travel_Rarely,No,23,12,9,4,9.0,1,3,3,3,4,3,3,17465,12,3,No
P-001283,RM812,38,Male,Sales,Sales Executive,3,2,Marketing,Single,2,Travel_Rarely,No,10,1,0,0,0.0,4,2,3,3,3,3,2,7351,16,7,No
P-001284,RM813,43,Female,Research & Development,Manufacturing Director,3,3,Life Sciences,Married,27,Travel_Frequently,No,18,8,7,0,1.0,3,1,3,3,3,3,1,10820,11,8,No
P-001285,RM814,39,Male,Research & Development,Healthcare Representative,4,3,Life Sciences,Divorced,2,Travel_Frequently,No,21,18,7,11,5.0,1,4,3,3,4,3,4,12169,11,7,Yes
P-001286,RM815,40,Male,Research & Development,Research Director,5,3,Medical,Single,14,Travel_Rarely,No,21,20,7,4,9.0,3,3,2,4,1,3,2,19626,14,1,No
P-001287,RM816,21,Female,Research & Development,Research Scientist,1,1,Technical Degree,Single,1,Travel_Rarely,Yes,2,2,2,2,2.0,4,2,2,4,3,3,6,2070,11,1,No
P-001288,RM817,39,Male,Research & Development,Laboratory Technician,2,3,Life Sciences,Single,9,Non-Travel,No,9,5,4,0,3.0,3,2,3,2,3,3,2,6782,15,9,No
P-001289,RM818,36,Male,Research & Development,Manufacturing Director,2,4,Life Sciences,Single,18,Non-Travel,No,18,11,9,0,9.0,1,4,3,3,1,4,0,7779,20,2,No
P-001290,RM819,31,Male,Sales,Sales Representative,1,3,Life Sciences,Married,20,Travel_Frequently,No,3,2,2,2,2.0,3,4,4,3,1,3,4,2791,12,0,No
P-001291,RM820,28,Male,Research & Development,Research Scientist,1,1,Life Sciences,Married,2,Travel_Rarely,No,6,5,3,0,4.0,1,2,2,1,1,3,2,3201,17,0,No
P-001292,RM821,35,Male,Sales,Sales Executive,2,2,Marketing,Divorced,11,Travel_Frequently,No,5,5,2,0,2.0,4,4,3,3,4,3,3,4968,11,1,No
P-001293,RM822,49,Male,Sales,Sales Executive,4,4,Technical Degree,Married,8,Travel_Rarely,No,22,9,8,2,3.0,4,2,2,3,2,3,3,13120,17,6,No
P-001294,RM823,34,Male,Research & Development,Manufacturing Director,2,2,Life Sciences,Single,2,Travel_Frequently,No,5,3,2,0,2.0,4,3,3,2,4,3,3,4033,11,2,No
P-001295,RM824,29,Female,Research & Development,Research Scientist,1,3,Life Sciences,Divorced,10,Travel_Frequently,No,8,7,5,1,1.0,4,2,3,2,4,3,2,3291,14,0,No
P-001296,RM825,42,Male,Research & Development,Laboratory Technician,2,3,Medical,Single,29,Travel_Rarely,No,16,1,0,0,0.0,2,4,1,3,1,3,3,4272,19,4,No
P-001297,RM826,29,Male,Research & Development,Manufacturing Director,2,1,Medical,Married,8,Travel_Rarely,Yes,10,10,7,1,2.0,2,4,2,2,3,3,2,5056,15,1,No
P-001298,RM827,38,Male,Human Resources,Human Resources,1,3,Human Resources,Married,1,Travel_Rarely,No,7,7,6,5,0.0,3,3,4,4,4,3,2,2844,13,1,No
P-001299,RM828,28,Male,Research & Development,Research Scientist,1,3,Life Sciences,Divorced,6,Travel_Frequently,Yes,3,3,1,0,2.0,3,3,2,3,4,3,2,2703,14,1,No
P-001300,RM829,18,Male,Research & Development,Laboratory Technician,1,1,Medical,Single,8,Non-Travel,No,0,0,0,0,0.0,3,3,3,3,4,3,0,1904,12,1,Yes
P-001301,RM830,33,Female,Sales,Sales Executive,2,4,Marketing,Single,9,Travel_Rarely,Yes,6,5,2,0,3.0,1,1,3,3,1,3,3,8224,17,0,Yes
P-001302,RM831,41,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Married,12,Travel_Rarely,Yes,6,1,0,0,0.0,2,4,3,3,1,3,4,4766,11,3,No
P-001303,RM832,31,Male,Research & Development,Laboratory Technician,1,3,Medical,Married,15,Travel_Frequently,No,2,2,2,2,2.0,3,3,3,2,3,3,5,2610,12,1,Yes
P-001304,RM833,37,Female,Research & Development,Healthcare Representative,2,2,Medical,Divorced,25,Travel_Rarely,No,9,6,2,1,3.0,3,4,2,3,3,3,2,5731,13,7,No
P-001305,RM834,27,Male,Research & Development,Research Scientist,1,3,Life Sciences,Married,6,Travel_Rarely,No,4,4,2,2,2.0,4,3,2,3,3,3,0,2539,13,1,No
P-001306,RM835,34,Female,Sales,Sales Executive,2,1,Life Sciences,Married,9,Travel_Rarely,No,6,6,5,1,3.0,2,3,3,2,1,4,3,5714,20,1,No
P-001307,RM836,35,Male,Human Resources,Human Resources,1,4,Technical Degree,Single,8,Travel_Rarely,No,6,5,4,1,4.0,3,3,3,1,2,3,2,4323,17,1,No
